BEGIN DSCRDATA
% INDEX	K01	L01	M01	K02	L02	M02	K03	L03	M03	K04	L04	M04	K05	L05	M05	K06	L06	M06	K07	L07	M07	K08	L08	M08	K09	L09	M09	K10	L10	M10	K11	L11	M11	K12	L12	M12	K13	L13	M13	K14	L14	M14	K15	L15	M15	K16	L16	M16	K17	L17	M17	K18	L18	M18	T01	T02	T03
10	4E-13	1E10	1E10	1E-30	2.15767070339036E-10	1E10	1E-30	1E10	0.429881311017261	3.6236907481077E-11	1.42331110243999E-12	1.05608530624676	4.47312819409743E-12	1.09070332283553E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
11	4E-13	1E10	1E10	1E-30	2.15767070339036E-10	1E10	1E-30	1E10	0.429881311017261	3.6236907481077E-11	1.42331110243999E-12	1.05608530624676	4.47312819409743E-12	1.09070332283553E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
12	4E-13	1E10	1E10	1E-30	2.15767070339036E-10	1E10	1E-30	1E10	0.429881311017261	3.6236907481077E-11	1.42331110243999E-12	1.05608530624676	4.47312819409743E-12	1.09070332283553E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
13	5E-13	1E10	1E10	1E-30	2.06565651250858E-10	1E10	1E-30	1E10	0.411171729670796	6.12080815963806E-11	1.04883779226861E-12	0.572106693671722	2.11444825160197E-12	2.16346051653229E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
14	5E-13	1E10	1E10	1E-30	2.06565651250858E-10	1E10	1E-30	1E10	0.411171729670796	6.12080815963806E-11	1.04883779226861E-12	0.572106693671722	2.11444825160197E-12	2.16346051653229E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
15	5E-13	1E10	1E10	1E-30	2.06565651250858E-10	1E10	1E-30	1E10	0.411171729670796	6.12080815963806E-11	1.04883779226861E-12	0.572106693671722	2.11444825160197E-12	2.16346051653229E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
16	5E-13	1E10	1E10	1E-30	2.06565651250858E-10	1E10	1E-30	1E10	0.411171729670796	6.12080815963806E-11	1.04883779226861E-12	0.572106693671722	2.11444825160197E-12	2.16346051653229E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
17	6E-13	1E10	1E10	1E-30	2.19091815341087E-10	1E10	1E-30	1E10	0.386941261995004	2.69907030804414E-10	2.73763708860925E-13	0.186147663198671	5.61397566378194E-12	9.23719854379128E-12	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
18	6E-13	1E10	1E10	1E-30	2.19091815341087E-10	1E10	1E-30	1E10	0.386941261995004	2.69907030804414E-10	2.73763708860925E-13	0.186147663198671	5.61397566378194E-12	9.23719854379128E-12	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
19	6E-13	1E10	1E10	1E-30	2.19091815341087E-10	1E10	1E-30	1E10	0.386941261995004	2.69907030804414E-10	2.73763708860925E-13	0.186147663198671	5.61397566378194E-12	9.23719854379128E-12	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
20	6E-13	1E10	1E10	1E-30	2.19091815341087E-10	1E10	1E-30	1E10	0.386941261995004	2.69907030804414E-10	2.73763708860925E-13	0.186147663198671	5.61397566378194E-12	9.23719854379128E-12	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
21	7E-13	1E10	1E10	1E-30	2.15018221932362E-10	1E10	1E-30	1E10	0.36904059088632	1.22431756979673E-10	4.76988594666984E-13	0.287292532956513	5.24812388719265E-12	9.29288870226041E-12	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
22	7E-13	1E10	1E10	1E-30	2.15018221932362E-10	1E10	1E-30	1E10	0.36904059088632	1.22431756979673E-10	4.76988594666984E-13	0.287292532956513	5.24812388719265E-12	9.29288870226041E-12	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
23	7E-13	1E10	1E10	1E-30	2.15018221932362E-10	1E10	1E-30	1E10	0.36904059088632	1.22431756979673E-10	4.76988594666984E-13	0.287292532956513	5.24812388719265E-12	9.29288870226041E-12	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
24	7E-13	1E10	1E10	1E-30	2.15018221932362E-10	1E10	1E-30	1E10	0.36904059088632	1.22431756979673E-10	4.76988594666984E-13	0.287292532956513	5.24812388719265E-12	9.29288870226041E-12	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
25	8E-13	1E10	1E10	1E-30	2.03747477904548E-10	1E10	1E-30	1E10	0.351697392944007	1.47500090698431E-10	4.87326047241628E-13	0.248871480792545	2.28055498050116E-12	1.94398140364875E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
26	8E-13	1E10	1E10	1E-30	2.03747477904548E-10	1E10	1E-30	1E10	0.351697392944007	1.47500090698431E-10	4.87326047241628E-13	0.248871480792545	2.28055498050116E-12	1.94398140364875E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
27	8E-13	1E10	1E10	1E-30	2.03747477904548E-10	1E10	1E-30	1E10	0.351697392944007	1.47500090698431E-10	4.87326047241628E-13	0.248871480792545	2.28055498050116E-12	1.94398140364875E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
28	8E-13	1E10	1E10	1E-30	2.03747477904548E-10	1E10	1E-30	1E10	0.351697392944007	1.47500090698431E-10	4.87326047241628E-13	0.248871480792545	2.28055498050116E-12	1.94398140364875E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
29	9E-13	1E10	1E10	1E-30	1.8415434472303E-10	1E10	1E-30	1E10	0.346904645266125	4.82379951031344E-11	1.82528453235811E-12	1.42272944863036	6.10446584788079E-11	1.0093590915185E-12	0.82395781790149	1.52058101490304E-12	2.67695146998681E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
30	9E-13	1E10	1E10	1E-30	1.8415434472303E-10	1E10	1E-30	1E10	0.346904645266125	4.82379951031344E-11	1.82528453235811E-12	1.42272944863036	6.10446584788079E-11	1.0093590915185E-12	0.82395781790149	1.52058101490304E-12	2.67695146998681E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
31	9E-13	1E10	1E10	1E-30	1.8415434472303E-10	1E10	1E-30	1E10	0.346904645266125	4.82379951031344E-11	1.82528453235811E-12	1.42272944863036	6.10446584788079E-11	1.0093590915185E-12	0.82395781790149	1.52058101490304E-12	2.67695146998681E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
32	9E-13	1E10	1E10	1E-30	1.8415434472303E-10	1E10	1E-30	1E10	0.346904645266125	4.82379951031344E-11	1.82528453235811E-12	1.42272944863036	6.10446584788079E-11	1.0093590915185E-12	0.82395781790149	1.52058101490304E-12	2.67695146998681E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
33	1E-12	1E10	1E10	1E-30	2.08868856165551E-10	1E10	1E-30	1E10	0.347483737542145	3.02990429817125E-11	1.74189532275422E-12	0.778791523804216	1.43048426457769E-12	2.73546619905721E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
34	1E-12	1E10	1E10	1E-30	2.08868856165551E-10	1E10	1E-30	1E10	0.347483737542145	3.02990429817125E-11	1.74189532275422E-12	0.778791523804216	1.43048426457769E-12	2.73546619905721E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
35	1E-12	1E10	1E10	1E-30	2.08868856165551E-10	1E10	1E-30	1E10	0.347483737542145	3.02990429817125E-11	1.74189532275422E-12	0.778791523804216	1.43048426457769E-12	2.73546619905721E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
36	1E-12	1E10	1E10	1E-30	2.08868856165551E-10	1E10	1E-30	1E10	0.347483737542145	3.02990429817125E-11	1.74189532275422E-12	0.778791523804216	1.43048426457769E-12	2.73546619905721E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
37	1E-12	1E10	1E10	1E-30	2.08868856165551E-10	1E10	1E-30	1E10	0.347483737542145	3.02990429817125E-11	1.74189532275422E-12	0.778791523804216	1.43048426457769E-12	2.73546619905721E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
38	1E-12	1E10	1E10	1E-30	2.08868856165551E-10	1E10	1E-30	1E10	0.347483737542145	3.02990429817125E-11	1.74189532275422E-12	0.778791523804216	1.43048426457769E-12	2.73546619905721E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
39	1.1E-12	1E10	1E10	1E-30	1.92234176451026E-10	1E10	1E-30	1E10	0.330295333934876	1.72137640886903E-11	2.92802727192473E-12	1.33959735250711	1.00170400213126E-12	3.8317937079556E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
40	1.1E-12	1E10	1E10	1E-30	1.92234176451026E-10	1E10	1E-30	1E10	0.330295333934876	1.72137640886903E-11	2.92802727192473E-12	1.33959735250711	1.00170400213126E-12	3.8317937079556E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
41	1.1E-12	1E10	1E10	1E-30	1.92234176451026E-10	1E10	1E-30	1E10	0.330295333934876	1.72137640886903E-11	2.92802727192473E-12	1.33959735250711	1.00170400213126E-12	3.8317937079556E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
42	1.1E-12	1E10	1E10	1E-30	1.92234176451026E-10	1E10	1E-30	1E10	0.330295333934876	1.72137640886903E-11	2.92802727192473E-12	1.33959735250711	1.00170400213126E-12	3.8317937079556E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
43	1.1E-12	1E10	1E10	1E-30	1.92234176451026E-10	1E10	1E-30	1E10	0.330295333934876	1.72137640886903E-11	2.92802727192473E-12	1.33959735250711	1.00170400213126E-12	3.8317937079556E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
44	1.1E-12	1E10	1E10	1E-30	1.92234176451026E-10	1E10	1E-30	1E10	0.330295333934876	1.72137640886903E-11	2.92802727192473E-12	1.33959735250711	1.00170400213126E-12	3.8317937079556E-11	1E8	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
